iter	Logloss
338	0.1275743917
339	0.127442621
340	0.1273007476
341	0.1272766242
342	0.1271408387
343	0.1270021007
344	0.1268365798
345	0.1266498909
346	0.1264711569
347	0.1261702268
348	0.1259435936
349	0.1258370018
350	0.1257594496
351	0.1253740209
352	0.1252215717
353	0.1248773309
354	0.1247277051
355	0.1243282354
356	0.1241046287
357	0.1238730622
358	0.1237192244
359	0.1234340793
360	0.1231962036
361	0.1229534639
362	0.1226645448
363	0.1224185873
364	0.1221046328
365	0.1219166326
366	0.1217042959
367	0.1215927175
368	0.121584176
369	0.1212839707
370	0.1209533891
371	0.1208149229
372	0.1205741031
373	0.1202729606
374	0.1201098811
375	0.1199147387
376	0.1197746106
377	0.1197189182
378	0.1195907182
379	0.1194469799
380	0.1192398782
381	0.1191315591
382	0.1189785525
383	0.1187243156
384	0.1184199393
385	0.1182032508
386	0.1179312956
387	0.1177669563
388	0.1173870263
389	0.1172287538
390	0.1171289475
391	0.1168759685
392	0.1167232119
393	0.1166195705
394	0.1161418416
395	0.1158740945
396	0.1156814224
397	0.115490649
398	0.1152620015
399	0.1150331043
400	0.1149066422
401	0.1147651896
402	0.1145620919
403	0.1144702177
404	0.1142703355
405	0.1140279336
406	0.1138549191
407	0.1137329741
408	0.1134545148
409	0.1133178727
410	0.1132335433
411	0.1130313754
412	0.112699597
413	0.1124868518
414	0.1123746027
415	0.1122260466
416	0.1121056406
417	0.1119721148
418	0.1116997706
419	0.1115408515
420	0.1113444921
421	0.1111772311
422	0.1110440242
423	0.1109399295
424	0.1107710439
425	0.1104366244
426	0.1103475452
427	0.1101887215
428	0.1100176679
429	0.1099007224
430	0.1096782148
431	0.1094434828
432	0.1091469812
433	0.1090449803
434	0.1089043271
435	0.1087651521
436	0.1085222328
437	0.1083578892
438	0.1077893616
439	0.1076899687
440	0.1076270186
441	0.1074966943
442	0.1072455702
443	0.1068220134
444	0.1064871048
445	0.1063297169
446	0.1061164399
447	0.1059425266
448	0.1058352627
449	0.1054648108
450	0.1053052766
451	0.1050743037
452	0.1049155391
453	0.1048058435
454	0.104742705
455	0.104653758
456	0.1045746724
457	0.1045372694
458	0.104472095
459	0.104215711
460	0.1040180795
461	0.1038941144
462	0.1038065949
463	0.1036100869
464	0.1033794155
465	0.1032285291
466	0.102963307
467	0.1028274892
468	0.1026708506
469	0.1025422512
470	0.1023964944
471	0.1022858088
472	0.1021629432
473	0.1020356465
474	0.1017332471
475	0.1017122862
476	0.1016014266
477	0.1015300325
478	0.1014443144
479	0.1013427173
480	0.1011994275
481	0.1009252862
482	0.100871632
483	0.1007317256
484	0.1005235851
485	0.1004424557
486	0.1003100133
487	0.1001885119
488	0.09992743781
489	0.09981751697
490	0.09941566143
491	0.09923767336
492	0.09909033668
493	0.09904877878
494	0.09899259294
495	0.0987112644
496	0.098626805
497	0.09844880354
498	0.09827588661
499	0.09816527907
500	0.09809910007
501	0.09802430103
502	0.09792384375
503	0.09780420452
504	0.09761638523
505	0.09754465191
506	0.09738341883
507	0.09726552871
508	0.09717130351
509	0.09705549909
510	0.09695455323
511	0.09687113438
512	0.09663423085
513	0.09654775216
514	0.09642807652
515	0.09630121037
516	0.09600739035
517	0.09593114901
518	0.09584634877
519	0.09573541339
520	0.09559811019
521	0.09539291477
522	0.09528801789
523	0.09515583368
524	0.09503827807
525	0.09493120409
526	0.09477341585
527	0.09463793878
528	0.09441600634
529	0.09435143313
530	0.09421762694
531	0.094069277
532	0.09387800328
533	0.09374072031
534	0.09361178618
535	0.09352088932
536	0.09344782535
537	0.09337825637
538	0.09328741451
539	0.09325182782
540	0.09312290766
541	0.09302556996
542	0.09298639509
543	0.09270628067
544	0.09255694106
545	0.09248798184
546	0.09234376381
547	0.09224389601
548	0.09212578305
549	0.09203933723
550	0.09199406478
551	0.09180833973
552	0.09165455969
553	0.09155325064
554	0.09141251903
555	0.09134681805
556	0.09124509055
557	0.09107486754
558	0.09099820481
559	0.09088384401
560	0.09055830741
561	0.09041489637
562	0.09031903932
563	0.09019366983
564	0.09013570314
565	0.08999706602
566	0.08984452269
567	0.08955404226
568	0.08944324185
569	0.0892311256
570	0.08909854155
571	0.08890893377
572	0.08882118838
573	0.08858630929
574	0.08841757813
575	0.08836760561
576	0.088233271
577	0.08811306583
578	0.0879905988
579	0.08787195377
580	0.08782827507
581	0.08775355097
582	0.08770184731
583	0.08746806776
584	0.08733494145
585	0.08727114213
586	0.08719137171
587	0.08689512292
588	0.08684377531
589	0.08671076782
590	0.08659823661
591	0.08652171854
592	0.0864419705
593	0.08623843023
594	0.0861367068
595	0.08606751509
596	0.08592883835
597	0.08576296673
598	0.08551590516
599	0.08532829007
600	0.08511702684
601	0.08499693961
602	0.08489276883
603	0.08468791911
604	0.08455190687
605	0.08443750525
606	0.08439601355
607	0.08434543309
608	0.08422762885
609	0.08412131523
610	0.08407537698
611	0.0840022961
612	0.08386092351
613	0.08364508964
614	0.08357167609
615	0.08356999072
616	0.08341178769
617	0.08326031075
618	0.08317602385
619	0.08306695013
620	0.08298571901
621	0.08285676422
622	0.08279065688
623	0.08273394888
624	0.08263075301
625	0.0826061051
626	0.08241360667
627	0.08225793923
628	0.08211046846
629	0.08205055754
630	0.08197269512
631	0.08186995123
632	0.0817147941
633	0.08160544342
634	0.08140994611
635	0.08140215603
636	0.08128592718
637	0.0812126342
638	0.08096434291
639	0.08088413708
640	0.08083531233
641	0.08071428125
642	0.08065750393
643	0.08049165927
644	0.0804173754
645	0.08027711311
646	0.08005261342
647	0.08002223924
648	0.07991812651
649	0.07985526095
650	0.07978633776
651	0.07963878193
652	0.07957357361
653	0.07950134845
654	0.0794368862
655	0.07934742274
656	0.07917662553
657	0.079098682
658	0.07896392257
659	0.0789147764
660	0.07876793174
661	0.07872676712
662	0.07865943051
663	0.07862663505
664	0.07855801435
665	0.07843536123
666	0.07831749914
667	0.07807670225
668	0.07800100181
669	0.07796287383
670	0.07784961203
671	0.07782621732
672	0.07779206526
673	0.07770010127
674	0.07758513956
675	0.07754942879
676	0.07739517398
677	0.0772097302
678	0.07712748767
679	0.0768710479
680	0.07662100374
681	0.07648956434
682	0.07645359955
683	0.07613540796
684	0.07606125943
685	0.07599562865
686	0.07588777631
687	0.07585228232
688	0.07574360565
689	0.07565499697
690	0.07549175979
691	0.0754436405
692	0.0753648018
693	0.07527829726
694	0.07517708348
695	0.07505608274
696	0.07498621779
697	0.07487085036
698	0.07480569231
699	0.07470709749
700	0.0746152325
701	0.07457390802
702	0.07446865734
703	0.0743959279
704	0.07430547504
705	0.07423143165
706	0.07417939461
707	0.07403110961
708	0.07396835501
709	0.07388878928
710	0.07388203272
711	0.07383456896
712	0.0737728048
713	0.07369351159
714	0.07358540686
715	0.07344592972
716	0.0733703049
717	0.07329045205
718	0.07316467037
719	0.07307681715
720	0.0730182722
721	0.07298291859
722	0.07292331592
723	0.07286120553
724	0.07279821007
725	0.07272998202
726	0.07265832671
727	0.07257328249
728	0.07251641083
729	0.07246544633
730	0.07234903726
731	0.07224104711
732	0.07221175596
733	0.07217326265
734	0.07204289046
735	0.07195914548
736	0.07188802298
737	0.07183632421
738	0.07179224018
739	0.07175018
740	0.07168583014
741	0.07161219982
742	0.07155430541
743	0.07149911402
744	0.07149624761
745	0.07141032846
746	0.07125625414
747	0.07109198344
748	0.07099729441
749	0.07091487018
750	0.07085627348
751	0.07077859743
752	0.07072260377
753	0.07064867909
754	0.07056591757
755	0.07047547728
756	0.07042901921
757	0.07020861958
758	0.07015002272
759	0.06995291248
760	0.06987117055
761	0.06974500665
762	0.06971954446
763	0.06960991675
764	0.06947574419
765	0.06942398977
766	0.06935774239
767	0.06922668494
768	0.06916400695
769	0.06908548785
770	0.06892810256
771	0.06887022993
772	0.06879785237
773	0.06876114315
774	0.06870275307
775	0.06861069853
776	0.06854882714
777	0.06850844152
778	0.06844109234
779	0.06830789519
780	0.06817737494
781	0.06816090318
782	0.06806106043
783	0.06802993573
784	0.06797356632
785	0.06797061717
786	0.0679437839
787	0.06790314106
788	0.06781696058
789	0.0677807564
790	0.06778034948
791	0.06773086955
792	0.06766723975
793	0.06760926274
794	0.06747925379
795	0.06734303021
796	0.06728983463
797	0.06722873609
798	0.06716603686
799	0.06700163407
800	0.06694755424
801	0.06690458736
802	0.0668316259
803	0.06674910322
804	0.06667835955
805	0.06666530846
806	0.0665882995
807	0.06647813042
808	0.06641188287
809	0.06635580739
810	0.0663210587
811	0.06625963484
812	0.06619300051
813	0.06599158348
814	0.06591359172
815	0.06588970244
816	0.06581253955
817	0.06570926872
818	0.06561755316
819	0.0655413816
820	0.0654517468
821	0.06537091607
822	0.06524743001
823	0.06512355201
824	0.06508964378
825	0.06497941707
826	0.0649102365
827	0.06486929902
828	0.0648134835
829	0.06473427755
830	0.06465436285
831	0.06447105559
832	0.06440039677
833	0.06439935062
834	0.06433268984
835	0.06428656884
836	0.06418336797
837	0.06405031971
838	0.06385436597
839	0.06379009223
840	0.06375640357
841	0.06358801541
842	0.06350745358
843	0.0635046729
844	0.0634549189
845	0.06339287925
846	0.06327128731
847	0.06320212644
848	0.06315024416
849	0.06312107872
850	0.06310001727
851	0.06304330246
852	0.06298899028
853	0.06292488512
854	0.06289781253
855	0.06278654631
856	0.06272489987
857	0.06267673125
858	0.06264948941
859	0.0625835449
860	0.06249461792
861	0.06241461037
862	0.06235459254
863	0.06228209288
864	0.06223083264
865	0.06214676448
866	0.06211883573
867	0.06204631065
868	0.06190679795
869	0.06182647451
870	0.06169979536
871	0.06157886525
872	0.06152458303
873	0.06143692083
874	0.06139088034
875	0.06126778347
876	0.06123806668
877	0.0610414307
878	0.06091419387
879	0.06082063583
880	0.06079050932
881	0.06071791773
882	0.0607052599
883	0.06065194782
884	0.06062313415
885	0.06057597332
886	0.060539812
887	0.06038599144
888	0.06024156427
889	0.0601581805
890	0.060114575
891	0.06004482309
892	0.059992394
893	0.05992734242
894	0.05987515276
895	0.05985232444
896	0.05971617341
897	0.05960103927
898	0.05954306012
899	0.05946198387
900	0.05941149927
901	0.05924422113
902	0.05919609054
903	0.05908895261
904	0.05902472386
905	0.05892914993
906	0.05888803667
907	0.05881709347
908	0.05875154935
909	0.0587166521
910	0.05869489106
911	0.05864275957
912	0.05860254539
913	0.05843647029
914	0.05840145703
915	0.05828254156
916	0.05823388765
917	0.05820241629
918	0.05818172296
919	0.05807769871
920	0.05796740296
921	0.0578533373
922	0.05779838282
923	0.05776451449
924	0.05774553929
925	0.05772494452
926	0.05756255943
927	0.05746277408
928	0.05739595706
929	0.05730490125
930	0.05724410882
931	0.05720249316
932	0.05711409549
933	0.05706208824
934	0.05699860557
935	0.05697400414
936	0.05694544248
937	0.05687239217
938	0.05682619703
939	0.05676590723
940	0.0567650019
941	0.05661187686
942	0.05647454551
943	0.05636572094
944	0.05625467968
945	0.05611939194
946	0.05608903318
947	0.05605222968
948	0.05599866395
949	0.05590814797
950	0.05581748783
951	0.05577962968
952	0.05571994656
953	0.05565464989
954	0.05557739388
955	0.0554711206
956	0.05544150955
957	0.05538593961
958	0.05533407203
959	0.0552644914
960	0.05520427574
961	0.05514146676
962	0.05507014247
963	0.05501026755
964	0.05492099792
965	0.05487303712
966	0.05481808358
967	0.0547209056
968	0.05466664341
969	0.05465188884
970	0.05454163788
971	0.05446253757
972	0.05442931707
973	0.05440641083
974	0.05431776818
975	0.05427253851
976	0.05422821527
977	0.05420156183
978	0.05415295753
979	0.05410673051
980	0.0540819246
981	0.05404196346
982	0.05397112392
983	0.0538959957
984	0.05379710404
985	0.05361320185
986	0.05353368814
