iter	Passed	Remaining
682	33673	14988
683	33719	14937
684	33769	14887
685	33815	14837
686	33862	14787
687	33910	14737
688	33959	14687
689	34001	14635
690	34043	14583
691	34091	14533
692	34143	14485
693	34189	14434
694	34237	14384
695	34282	14333
696	34327	14282
697	34372	14231
698	34418	14181
699	34466	14131
700	34509	14079
701	34562	14031
702	34614	13983
703	34659	13932
704	34708	13883
705	34756	13833
706	34805	13784
707	34851	13733
708	34899	13684
709	34947	13634
710	34992	13583
711	35042	13534
712	35093	13486
713	35138	13435
714	35186	13385
715	35229	13334
716	35276	13284
717	35325	13234
718	35371	13184
719	35418	13134
720	35468	13085
721	35517	13036
722	35562	12985
723	35610	12935
724	35651	12883
725	35700	12834
726	35751	12785
727	35800	12736
728	35845	12686
729	35894	12636
730	35941	12586
731	35992	12538
732	36035	12486
733	36078	12435
734	36128	12386
735	36175	12337
736	36223	12287
737	36274	12238
738	36325	12190
739	36370	12140
740	36420	12091
741	36467	12041
742	36513	11991
743	36557	11940
744	36609	11891
745	36657	11842
746	36703	11792
747	36752	11743
748	36802	11694
749	36852	11645
750	36897	11594
751	36940	11543
752	36981	11492
753	37030	11443
754	37076	11393
755	37130	11345
756	37179	11296
757	37223	11245
758	37275	11197
759	37324	11148
760	37372	11098
761	37416	11048
762	37464	10998
763	37513	10949
764	37567	10901
765	37614	10852
766	37661	10802
767	37702	10751
768	37749	10701
769	37797	10652
770	37838	10600
771	37890	10552
772	37939	10503
773	37984	10453
774	38036	10404
775	38085	10355
776	38130	10305
777	38178	10256
778	38224	10206
779	38226	10144
780	38273	10095
781	38321	10046
782	38368	9996
783	38416	9947
784	38460	9896
785	38505	9846
786	38555	9798
787	38603	9748
788	38651	9699
789	38703	9651
790	38752	9602
791	38799	9552
792	38840	9501
793	38893	9453
794	38944	9405
795	38989	9355
796	39036	9306
797	39079	9255
798	39095	9199
799	39145	9150
800	39192	9100
801	39241	9051
802	39286	9002
803	39335	8953
804	39387	8904
805	39438	8856
806	39489	8807
807	39536	8758
808	39587	8710
809	39629	8659
810	39676	8610
811	39722	8560
812	39766	8510
813	39814	8461
814	39860	8412
815	39905	8362
816	39949	8312
817	40000	8264
818	40047	8214
819	40087	8164
820	40141	8116
821	40188	8067
822	40241	8018
823	40292	7970
824	40342	7921
825	40386	7871
826	40433	7822
827	40479	7773
828	40523	7723
829	40568	7673
830	40615	7624
