iter	Logloss
311	0.1339350608
312	0.1337509933
313	0.1333688717
314	0.1329779793
315	0.1328108125
316	0.132249041
317	0.132132226
318	0.1319383925
319	0.1317550708
320	0.1316398836
321	0.1314063802
322	0.1311593185
323	0.1310422065
324	0.1309678875
325	0.1307403529
326	0.1305456163
327	0.1303160582
328	0.1301063502
329	0.1298504502
330	0.1294546936
331	0.129133074
332	0.128913846
333	0.1286748461
334	0.1285450491
335	0.1281538564
336	0.1278444999
337	0.127635566
338	0.1273646612
339	0.1272379812
340	0.1270918464
341	0.1270404258
342	0.1268652241
343	0.126789129
344	0.1266332973
345	0.1264122988
346	0.1262312385
347	0.1257861437
348	0.1256451511
349	0.1255052936
350	0.1248396871
351	0.1244805559
352	0.1243282808
353	0.1240385548
354	0.1239086735
355	0.1237680272
356	0.1235389094
357	0.123213847
358	0.1230611101
359	0.1227517147
360	0.122580896
361	0.1224352399
362	0.1221051654
363	0.121957934
364	0.1215884637
365	0.1213462113
366	0.1213252079
367	0.1208172173
368	0.120700845
369	0.1206048048
370	0.1203589647
371	0.1201699819
372	0.1198912457
373	0.1197863872
374	0.119672303
375	0.1193378456
376	0.1190366255
377	0.1188802919
378	0.1186747435
379	0.1184449054
380	0.1183190567
381	0.1179988978
382	0.1176494111
383	0.11752855
384	0.1173484237
385	0.1172290312
386	0.1168566177
387	0.1166311952
388	0.1165260403
389	0.116352103
390	0.1162117905
391	0.116099504
392	0.1158358218
393	0.1156117335
394	0.1155579412
395	0.1154739358
396	0.1152263603
397	0.1151013474
398	0.1147653055
399	0.1146795434
400	0.1145149923
401	0.1144388345
402	0.1142329511
403	0.1140342739
404	0.1136754907
405	0.1133439239
406	0.1132216871
407	0.1130875556
408	0.1127803244
409	0.1126544187
410	0.1124618377
411	0.1123148164
412	0.1118668502
413	0.1116799306
414	0.1115552973
415	0.1115052344
416	0.1113645717
417	0.1112559598
418	0.1112080954
419	0.1110626965
420	0.1107061161
421	0.110578105
422	0.1104433418
423	0.110321253
424	0.1102061805
425	0.1101354169
426	0.1099893864
427	0.1097422349
428	0.1096158976
429	0.1094109176
430	0.1092660816
431	0.1091658637
432	0.1090980364
433	0.1089503691
434	0.1087048024
435	0.1085698697
436	0.1085124311
437	0.1081733346
438	0.1080738126
439	0.1079348414
440	0.1076075074
441	0.1074364755
442	0.107319561
443	0.1072353665
444	0.1071212476
445	0.1069550083
446	0.1068252958
447	0.106758365
448	0.1065463188
449	0.1059773849
450	0.1059056086
451	0.1057689066
452	0.1055886308
453	0.1054253129
454	0.1052629335
455	0.1049965747
456	0.1048782204
457	0.1046944474
458	0.1045089572
459	0.1043474659
460	0.1040861582
461	0.103707507
462	0.1035675109
463	0.1033964244
464	0.1033327129
465	0.1031480062
466	0.1029659826
467	0.102799694
468	0.1026973052
469	0.1025442226
470	0.1023992103
471	0.1023072046
472	0.1021618972
473	0.1019539965
474	0.101763368
475	0.1015868372
476	0.101485903
477	0.1012000937
478	0.101098436
479	0.1009813651
480	0.1008988425
481	0.1007898445
482	0.100572092
483	0.100023437
484	0.0999110113
485	0.09984808657
486	0.09951973554
487	0.09930629864
488	0.09921929416
489	0.09912776612
490	0.09888509739
491	0.0987557506
492	0.09864577474
493	0.09847304428
494	0.09838516148
495	0.0983202349
496	0.09813432642
497	0.09804730795
498	0.09782070718
499	0.09767667865
500	0.09763680115
501	0.09749991623
502	0.09741104935
503	0.09721992271
504	0.09712116638
505	0.09687555145
506	0.09679947702
507	0.09667327646
508	0.09654623961
509	0.09644113387
510	0.09620136056
511	0.09607249056
512	0.09596180452
513	0.0957258193
514	0.09567889636
515	0.09558961663
516	0.09551354236
517	0.09536425973
518	0.09512376478
519	0.09503812315
520	0.0948647111
521	0.09472384345
522	0.09464075662
523	0.09442167927
524	0.09407956675
525	0.09400090744
526	0.09388544722
527	0.09381003313
528	0.09375305112
529	0.09360546769
530	0.09348471797
531	0.09335774472
532	0.09330379029
533	0.09319569159
534	0.09307797702
535	0.09294164703
536	0.09276561521
537	0.09269841964
538	0.09266897334
539	0.09253935897
540	0.0924784924
541	0.09232209832
542	0.0922439496
543	0.09209497593
544	0.09202853911
545	0.09191425898
546	0.09188038022
547	0.09180708729
548	0.09166686638
549	0.09155173619
550	0.09145390764
551	0.09137432852
552	0.09107148572
553	0.09096490435
554	0.09076597293
555	0.09059701014
556	0.09047553701
557	0.09037399215
558	0.090200854
559	0.09011322314
560	0.09000499801
561	0.0898933167
562	0.0897955299
563	0.08959679522
564	0.08941956886
565	0.08923319709
566	0.08909702125
567	0.088943004
568	0.08886374038
569	0.08878991337
570	0.08869379861
571	0.08836126871
572	0.08824916456
573	0.08814223955
574	0.08806503254
575	0.08794113599
576	0.08788148481
577	0.08775843728
578	0.08760381928
579	0.08747669138
580	0.0872764527
581	0.08717315871
582	0.08705956517
583	0.08672257427
584	0.08652487854
585	0.08648412271
586	0.08641260718
587	0.08629609312
588	0.08622535714
589	0.08604374792
590	0.08598459421
591	0.08589291164
592	0.08579179538
593	0.08568173408
594	0.0855817066
595	0.08531981967
596	0.08521368073
597	0.08509092082
598	0.08498777417
599	0.08485792048
600	0.0847386179
601	0.08462227951
602	0.0843070002
603	0.08427080349
604	0.08416028132
605	0.08397443644
606	0.08391911916
607	0.08387270873
608	0.08379113308
609	0.08378204337
610	0.08371587293
611	0.08352419065
612	0.08345650337
613	0.08311715183
614	0.08307639616
615	0.08299541879
616	0.0827285465
617	0.08261718129
618	0.08250586338
619	0.08236804444
620	0.08225939811
621	0.08217520346
622	0.08211345872
623	0.08194110764
624	0.08186345995
625	0.08177558428
626	0.08157931561
627	0.08147265675
628	0.08143139544
629	0.08132079622
630	0.08112187791
631	0.08103721086
632	0.08090212419
633	0.08085111134
634	0.080694158
635	0.08051610243
636	0.08037715244
637	0.08027628873
638	0.08013249892
639	0.07999490476
640	0.07985888396
641	0.07981081587
642	0.07964109894
643	0.07958459454
644	0.07947167012
645	0.07919436031
646	0.07907897659
647	0.07883491367
648	0.07873607244
649	0.07863015126
650	0.07858740769
651	0.0785571184
652	0.07849942007
653	0.07838100234
654	0.07831766318
655	0.07823306835
656	0.07816494533
657	0.07811157382
658	0.0780518384
659	0.07801885865
660	0.07794235573
661	0.07791675864
662	0.07787834848
663	0.07780232332
664	0.07768074494
665	0.07762462655
666	0.07750519687
667	0.07742221743
668	0.07733029592
669	0.07729685223
670	0.07723096331
671	0.07717357383
672	0.07699769517
673	0.07693402585
674	0.07689880554
675	0.07682361596
676	0.07671058629
677	0.07649373553
678	0.0764591754
679	0.07634939792
680	0.07623650095
681	0.07603409238
682	0.07595558048
683	0.07590997094
684	0.07581632153
685	0.07569687835
686	0.07561156681
687	0.07554655572
688	0.07536977925
689	0.07527672681
690	0.075196199
691	0.07504357939
692	0.07490136305
693	0.07479873644
694	0.07476402166
695	0.07470980677
696	0.07457600568
697	0.07454515445
698	0.07450652729
699	0.07443188562
700	0.07432972975
701	0.07426592587
702	0.07402083684
703	0.07386432592
704	0.07381451579
705	0.0737270337
706	0.07364371709
707	0.07351996795
708	0.0734520279
709	0.0733667855
710	0.0733163143
711	0.07323082024
712	0.0731294781
713	0.073086264
714	0.07302454034
715	0.07298641159
716	0.07288843502
717	0.07279496814
718	0.07266945509
719	0.07262489208
720	0.07257559407
721	0.07239149113
722	0.07231096322
723	0.07222763278
724	0.07217840556
725	0.07208314053
726	0.07200393321
727	0.07193550102
728	0.07180056197
729	0.07176841824
730	0.0717250777
731	0.07169252633
732	0.07153813668
733	0.07141516044
734	0.07132916742
735	0.07122353424
736	0.07119223344
737	0.07115697087
738	0.07110997752
739	0.07110716787
740	0.07106817533
741	0.07100407731
742	0.07094885826
743	0.07090357151
744	0.07083170482
745	0.07078750027
746	0.07073639051
747	0.07069880999
748	0.07063668594
749	0.0705168495
750	0.07043731159
751	0.07041443318
752	0.07037039008
753	0.07029250335
754	0.07026512207
755	0.07024708347
756	0.07019819342
757	0.07014128171
758	0.07008056276
759	0.06997386187
760	0.06979108644
761	0.06975261371
762	0.06974608101
763	0.06964669253
764	0.06955130776
765	0.06951976111
766	0.0694430053
767	0.06939582943
768	0.06926379158
769	0.0691057702
770	0.06908526592
771	0.06902655585
772	0.06898212641
773	0.06892695665
774	0.06875398708
775	0.06871206492
776	0.06865317145
777	0.0686176279
778	0.06849301475
779	0.06844328188
780	0.06842104268
781	0.06836619604
782	0.06817017278
783	0.06812061541
784	0.06805741673
785	0.06799357883
786	0.06787322237
787	0.06781114782
788	0.06776602977
789	0.06773640089
790	0.06768929504
791	0.06766236365
792	0.06755451756
793	0.06742635697
794	0.06731976858
795	0.06728313636
796	0.06722402578
797	0.06708322859
798	0.06695798303
799	0.06695760382
800	0.0669415314
801	0.06686034298
802	0.06679094876
803	0.06673404407
804	0.06667679508
805	0.06662439293
806	0.06654767225
807	0.06652957022
808	0.06647975295
809	0.06642004552
810	0.06639256589
811	0.06637001762
812	0.06619222963
813	0.06614185721
814	0.06610641892
815	0.06602638974
816	0.06598934297
817	0.06593295095
818	0.06593156703
819	0.06584718272
820	0.06577242898
821	0.06563607057
822	0.06558712443
823	0.06549247053
824	0.06541681032
825	0.06530624611
826	0.0652560774
827	0.06520441984
828	0.06507190422
829	0.06493797658
830	0.0648313737
831	0.06473870035
832	0.0646550536
833	0.06452246774
834	0.06441793717
835	0.06439981429
836	0.06435232912
837	0.0642979181
838	0.06422951411
839	0.06416997537
840	0.06411452463
841	0.06408464265
842	0.06404588905
843	0.06383753772
844	0.06377974049
845	0.0636599743
846	0.0635666479
847	0.06345831735
848	0.06336650833
849	0.0633562315
850	0.06331895983
851	0.06327500104
852	0.06323048731
853	0.0631971143
854	0.06315910518
855	0.06311959965
856	0.06303747719
857	0.06286646777
858	0.06281041962
859	0.06272455304
860	0.06265128146
861	0.06256809832
862	0.06250341749
863	0.06248059516
864	0.06231729844
865	0.06225787176
866	0.06221628732
867	0.06210622876
868	0.06198854158
869	0.06184310114
870	0.06174765337
871	0.06170222646
872	0.06161644429
873	0.06143354253
874	0.06131416948
875	0.06128421748
876	0.06123214526
877	0.06114596269
878	0.06103915655
879	0.06086981191
880	0.06079607672
881	0.06072652094
882	0.06059309906
883	0.0603638221
884	0.06026916107
885	0.06017263153
886	0.06011438496
887	0.05993543773
888	0.05982733898
889	0.0597856281
890	0.05971441457
891	0.05963229211
892	0.05957122183
893	0.05954242183
894	0.059492443
895	0.05939374984
896	0.05931147998
897	0.0592666079
898	0.05922646324
899	0.05915824233
900	0.0591337551
901	0.05905862897
902	0.05901319471
903	0.05895729451
904	0.05893679716
905	0.05879596463
906	0.05877303704
907	0.05871135223
908	0.0586816879
909	0.05863770452
910	0.05857125365
911	0.05850731038
912	0.05847015122
913	0.05840355964
914	0.0583451728
915	0.058305418
916	0.05828480485
917	0.05822680775
918	0.05815034325
919	0.05811959386
920	0.05802573712
921	0.05791934509
922	0.05786365562
923	0.05781541544
924	0.05774963518
925	0.05767553461
926	0.05754125586
927	0.0574660034
928	0.05743416501
929	0.05737729182
930	0.05731921394
931	0.05722590159
932	0.0571613472
933	0.0570881564
934	0.05703406466
935	0.05697905646
936	0.05688183491
937	0.05682726924
938	0.05677258053
939	0.05666048862
940	0.05658242606
941	0.05645551955
942	0.05631734225
943	0.05624913516
944	0.05615025947
945	0.0560572843
946	0.05595265199
947	0.05590353035
948	0.05578735001
949	0.05578029388
950	0.05576079069
951	0.05568762426
952	0.05562554257
953	0.05559684432
954	0.05552775205
955	0.05548827131
956	0.05540220827
957	0.05538939563
958	0.0553807872
959	0.05534203701
960	0.0552908255
961	0.05526147738
962	0.05516830189
963	0.0551284313
964	0.05507705834
965	0.05499238591
966	0.05493430101
967	0.0549128659
968	0.05488842104
969	0.05480173962
970	0.05463287276
971	0.05461670255
972	0.05456649894
973	0.05453622381
974	0.05446059192
975	0.05438508624
976	0.05432828352
977	0.05427261139
978	0.0542054684
979	0.05417809798
980	0.05407316032
981	0.05401640293
982	0.05397509936
983	0.05395190484
984	0.05392526112
985	0.0538517506
986	0.05381693046
